"#","ИД установе","Власништво","Округ","Општина","Назив установе","Подручје рада","Образовни профил","Трајање образовања","Језик наставе","Број одељења - први разред","Број комбинованих одељења - први разред","Број специјалних одељења - први разред","Број ученика - први разред","Број девојчица - први разред","Број ИОП-а 1 - први разред","Број ИОП-а 2 - први разред","Број ИОП-а 3 - први разред","Број одељења - други разред","Број комбинованих одељења - други разред","Број специјалних одељења - други разред","Број ученика - други разред","Број девојчица - други разред","Број ИОП-а 1 - други разред","Број ИОП-а 2 - други разред","Број ИОП-а 3 - други разред","Број одељења - трећи разред","Број комбинованих одељења - трећи разред","Број специјалних одељења - трећи разред","Број ученика - трећи разред","Број девојчица - трећи разред","Број ИОП-а 1 - трећи разред","Број ИОП-а 2 - трећи разред","Број ИОП-а 3 - трећи разред","Број одељења - четврти разред","Број комбинованих одељења - четврти разред","Број специјалних одељења - четврти разред","Број ученика - четврти разред","Број девојчица - четврти разред","Број ИОП-а 1 - четврти разред","Број ИОП-а 2 - четврти разред","Број ИОП-а 3 - четврти разред","Број одељења - пети разред","Број комбинованих одељења - пети разред","Број специјалних одељења - пети разред","Број ученика - пети разред","Број девојчица - пети разред","Број ИОП-а 1 - пети разред","Број ИОП-а 2 - пети разред","Број ИОП-а 3 - пети разред","Број одељења - шести разред","Број комбинованих одељења - шести разред","Број специјалних одељења - шести разред","Број ученика - шести разред","Број девојчица - шести разред","Број ИОП-а 1 - шести разред","Број ИОП-а 2 - шести разред","Број ИОП-а 3 - шести разред","Број одељења - седми разред","Број комбинованих одељења - седми разред","Број специјалних одељења - седми разред","Број ученика - седми разред","Број девојчица - седми разред","Број ИОП-а 1 - седми разред","Број ИОП-а 2 - седми разред","Број ИОП-а 3 - седми разред","Број одељења - осми разред","Број комбинованих одељења - осми разред","Број специјалних одељења - осми разред","Број ученика - осми разред","Број девојчица - осми разред","Број ИОП-а 1 - осми разред","Број ИОП-а 2 - осми разред","Број ИОП-а 3 - осми разред"
"1138.","991","Државно","Рашки управни округ","Краљево - град","Вук Караџић","Основно редовно образовање","Основно образовање","8","Српски језик","6","1","0","113","61","0","0","0","6","1","0","104","56","5","2","0","6","1","0","119","59","0","2","0","6","1","0","107","47","2","5","1","6","0","0","139","73","0","4","1","7","0","0","149","65","1","6","1","7","0","0","139","56","1","6","0","6","0","0","148","64","0","4","1"
"1139.","992","Државно","Рашки управни округ","Краљево - град","Свети Сава","Основно редовно образовање","Основно образовање","8","Српски језик","2","0","0","47","21","0","0","0","3","0","0","66","31","0","1","0","3","0","0","68","31","0","0","0","3","0","0","83","37","1","2","0","4","0","0","69","39","4","1","0","3","0","0","70","30","2","4","1","4","0","0","92","43","0","4","0","4","0","0","99","55","0","2","0"
"1140.","993","Државно","Рашки управни округ","Краљево - град","Милунка Савић","Основно редовно образовање","Основно образовање","8","Српски језик","4","2","0","34","17","0","0","0","5","4","0","24","15","0","0","0","4","2","0","29","11","1","0","0","5","4","0","27","16","1","0","0","1","0","0","28","13","0","0","0","1","0","0","28","15","0","0","0","2","0","0","42","17","0","0","0","2","0","0","39","19","0","0","0"
"1141.","994","Државно","Рашки управни округ","Краљево - град","Димитрије Туцовић","Основно редовно образовање","Основно образовање","8","Српски језик","4","0","0","91","54","0","0","0","4","0","0","85","48","9","1","0","4","0","0","97","42","0","0","0","4","0","0","92","47","9","0","0","4","0","0","92","47","1","3","0","5","0","0","115","63","4","2","0","4","0","0","108","54","0","1","0","3","0","0","71","36","0","2","0"
"1142.","995","Државно","Рашки управни округ","Краљево - град","Драган Ђоковић Уча","Основно редовно образовање","Основно образовање","8","Српски језик","5","3","0","36","22","0","0","0","5","3","0","34","12","0","0","0","5","5","0","27","13","0","1","0","5","5","0","24","14","0","0","0","2","0","0","39","17","0","0","0","2","0","0","35","14","0","1","0","2","0","0","53","33","0","2","0","2","0","0","44","19","0","0","0"
"1143.","996","Државно","Рашки управни округ","Краљево - град","Ђура Јакшић","Основно редовно образовање","Основно образовање","8","Српски језик","4","0","0","49","24","0","0","0","4","0","0","74","31","0","0","0","3","0","0","61","31","0","0","0","4","0","0","62","27","0","1","0","4","0","0","77","33","1","0","0","4","0","0","79","37","3","1","0","4","0","0","89","44","2","0","0","4","0","0","78","36","1","0","0"
"1144.","997","Државно","Рашки управни округ","Краљево - град","Живан Маричић","Основно редовно образовање","Основно образовање","8","Српски језик","2","0","0","42","24","0","0","0","2","0","0","48","18","2","1","0","3","0","0","60","23","0","1","0","3","0","0","55","32","3","1","0","2","0","0","51","24","1","0","0","2","0","0","55","21","0","0","0","2","0","0","60","24","2","0","0","3","0","0","65","32","1","0","0"
"1145.","998","Државно","Рашки управни округ","Краљево - град","Јово Курсула","Основно редовно образовање","Основно образовање","8","Српски језик","3","0","0","58","34","4","0","0","3","0","0","63","29","2","0","0","3","0","0","78","32","0","1","0","3","0","0","69","32","0","2","0","3","0","0","74","33","0","0","0","3","0","0","82","42","0","0","0","3","0","0","84","36","1","3","0","3","0","0","93","48","0","0","0"
"1146.","999","Државно","Рашки управни округ","Краљево - град","Милун Ивановић","Основно редовно образовање","Основно образовање","8","Српски језик","3","2","0","19","8","0","1","0","3","1","0","23","10","0","3","0","2","1","0","17","10","0","0","0","3","0","0","32","16","2","0","0","1","0","0","23","10","1","0","0","2","0","0","30","19","1","0","0","3","0","0","33","17","1","1","0","3","0","0","30","11","3","1","0"
"1147.","1000","Државно","Рашки управни округ","Краљево - град","Олга Милутиновић","Основно редовно образовање","Основно образовање","8","Српски језик","2","1","0","16","6","0","0","0","3","2","0","17","7","1","0","0","3","2","0","13","8","1","0","0","2","1","0","16","10","0","0","0","1","0","0","19","10","0","0","0","1","0","0","15","5","0","0","0","1","0","0","17","10","0","0","0","1","0","0","20","11","0","0","0"
"1148.","1001","Државно","Рашки управни округ","Краљево - град","Петар Николић","Основно редовно образовање","Основно образовање","8","Српски језик","4","2","0","25","11","0","0","0","4","3","0","24","7","0","0","0","4","2","0","31","19","2","1","0","4","3","0","27","14","1","0","0","2","0","0","29","13","1","1","0","2","0","0","25","9","0","1","0","3","0","0","41","15","2","1","0","2","0","0","28","11","2","1","0"
"1149.","1002","Државно","Рашки управни округ","Краљево - град","Јован Дучић","Основно редовно образовање","Основно образовање","8","Српски језик","3","3","0","12","3","0","0","0","3","3","0","14","8","0","0","0","3","3","0","8","4","0","0","0","3","3","0","20","15","0","1","0","1","0","0","8","3","0","0","0","1","0","0","12","6","1","0","0","1","0","0","14","6","0","1","0","1","0","0","8","3","0","0","0"
"1150.","1003","Државно","Рашки управни округ","Краљево - град","Светозар Марковић","Основно редовно образовање","Основно образовање","8","Српски језик","4","0","0","116","55","0","0","0","4","0","0","112","57","1","1","0","4","0","0","117","62","1","0","0","4","0","0","111","55","0","1","0","5","0","0","138","70","0","3","0","4","0","0","117","65","0","0","0","5","0","0","120","57","0","0","0","4","0","0","112","50","2","0","0"
"1151.","1004","Државно","Рашки управни округ","Краљево - град","Стефан Немања","Основно редовно образовање","Основно образовање","8","Српски језик","2","2","0","10","4","0","0","0","3","1","0","7","4","0","0","0","4","3","0","6","3","0","0","0","3","3","0","9","5","0","0","0","1","0","0","11","3","0","0","0","1","0","0","10","4","0","0","0","1","0","0","9","4","0","0","0","1","0","0","17","9","1","0","0"
"1152.","1005","Државно","Рашки управни округ","Краљево - град","ИВ краљевачки батаљон","Основно редовно образовање","Основно образовање","8","Српски језик","5","0","0","122","57","0","0","0","5","0","0","120","58","0","0","0","5","0","0","124","58","3","1","0","5","0","0","130","59","1","1","0","5","0","0","129","63","0","0","0","3","0","0","63","23","0","0","0","5","0","0","133","58","0","1","0","5","0","0","146","65","0","3","0"
